GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APLBE001,APLBE002,APLBE003,APLBE004,APLBE005,APLBE006,APYUE001,APYUE002,APYUE003,APYUE004,APYUE005,APYUE006,APYUE007,APYUE008,APYUE009,APYUE010,APYUE011,APYUE012,APYUE013,APYUE014,APYUE015,APYUE016,APYUE017,APYUE018,APYUE019,APYUE020,APYUE021,APYUE022,APYUE023,APYUE024,APYUE025,APYUE026,APYUE027,APYUE028,APYUE029,APYUE030,APYUE031,APYUE032,APYUE033,APYUE034,APYUE035,APYUE036,APYUE037,APYUE038,APYUE039,APYUE040,APYUE041,APYUE042,APYUE043,APYUE044,APYUE045,APYUE046,APYUE047,APYUE048,APYUE049,APYUE050,APYUE051,APYUE052,APYUE053,APYUE054,APYUE055,APYUE056,APYUE057,APYUE058,APYUE059,AP38E001,NAME_M,APLBM001,APLBM002,APLBM003,APLBM004,APLBM005,APLBM006,APYUM001,APYUM002,APYUM003,APYUM004,APYUM005,APYUM006,APYUM007,APYUM008,APYUM009,APYUM010,APYUM011,APYUM012,APYUM013,APYUM014,APYUM015,APYUM016,APYUM017,APYUM018,APYUM019,APYUM020,APYUM021,APYUM022,APYUM023,APYUM024,APYUM025,APYUM026,APYUM027,APYUM028,APYUM029,APYUM030,APYUM031,APYUM032,APYUM033,APYUM034,APYUM035,APYUM036,APYUM037,APYUM038,APYUM039,APYUM040,APYUM041,APYUM042,APYUM043,APYUM044,APYUM045,APYUM046,APYUM047,APYUM048,APYUM049,APYUM050,APYUM051,APYUM052,APYUM053,APYUM054,APYUM055,APYUM056,APYUM057,APYUM058,APYUM059,AP38M001
"G3000310","2022","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"0500000US30031","30031","Gallatin County, Montana",124857,119175,9,1093,2640,1940,121001,12897,6976,0,145,468,472,59,120,3368,625,288,457,492,365,117,5921,219,0,180,60,0,46,2704,583,429,469,748,175,308,108104,56795,2621,214,3651,2296,983,1128,6608,10535,8848,6653,5620,4911,2727,51309,2577,986,2703,2364,703,1196,4202,8936,8325,5929,5186,5293,2909,0.4666,"Gallatin County, Montana",,1313,14,530,1000,933,115,2338,1766,182,232,486,504,81,105,1271,417,269,348,360,221,131,1229,229,182,174,81,182,52,944,400,304,416,380,169,256,2341,1857,232,193,892,726,480,489,1263,686,560,442,434,250,163,1435,276,594,566,679,320,364,971,526,556,574,399,294,352,0.0304
"G3000490","2022","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,"0500000US30049","30049","Lewis and Clark County, Montana",73832,72009,0,381,813,629,72714,6351,2378,436,107,0,0,0,3,449,246,0,258,151,466,262,3973,57,0,218,0,0,0,790,726,0,353,466,570,793,66363,34152,1862,513,2447,1149,216,1182,2216,4336,5094,4044,4593,4207,2293,32211,1899,0,2707,1599,237,654,1351,3714,4764,3921,4962,4334,2069,0.4181,"Lewis and Clark County, Montana",,681,182,331,410,435,54,1997,817,374,187,182,182,182,3,361,239,182,337,153,262,252,1357,96,182,187,182,182,182,375,552,182,384,386,408,584,1995,1150,219,459,665,564,227,518,616,393,344,546,193,392,296,1648,379,182,635,493,276,376,397,426,270,165,564,412,585,0.0278
"G3000630","2022","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"0500000US30063","30063","Missoula County, Montana",121041,114995,86,1723,2096,2141,118465,9386,4318,26,11,118,0,163,36,1379,426,377,636,468,309,369,5068,11,0,184,231,0,14,1439,252,349,442,472,988,686,109079,55278,2519,293,3437,2259,806,1040,6468,9406,7537,6216,6142,5920,3235,53801,2986,1070,3570,990,817,856,5550,8544,7965,6143,6297,5566,3447,0.4818,"Missoula County, Montana",,1455,121,748,927,1067,68,2069,1235,32,19,201,182,293,66,687,310,247,365,290,306,303,1327,22,182,231,300,182,24,726,183,260,362,308,511,540,2068,1438,235,229,780,625,351,413,818,552,306,499,331,411,255,1756,355,659,876,394,305,350,791,540,653,706,489,545,585,0.0405
"G3001110","2022","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"0500000US30111","30111","Yellowstone County, Montana",169852,163766,382,1340,2030,2334,166249,14155,6430,220,252,440,392,78,104,892,544,912,339,838,1041,378,7725,501,0,543,198,94,255,1057,696,598,641,1169,968,1005,152094,75749,4252,611,6593,2632,965,2271,5478,11661,10348,9531,8872,7610,4925,76345,4152,2312,5325,2291,1774,1239,4879,11501,10134,8497,9461,8867,5913,0.4155,"Yellowstone County, Montana",,2070,373,926,1158,1142,573,3187,1765,199,208,265,345,132,101,734,378,423,239,424,585,363,1951,454,182,375,273,159,272,568,409,326,367,658,677,558,3179,1987,441,323,987,720,437,499,937,1033,619,683,418,629,401,1959,424,1194,1187,713,526,505,689,922,386,511,728,1036,585,0.0247
"G3100550","2022","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"0500000US31055","31055","Douglas County, Nebraska",586327,523626,783,4742,20246,36930,575965,69792,32711,3941,911,4071,1826,272,507,4813,4394,3100,3352,3371,1546,607,37081,3314,729,3290,1852,741,714,6078,6799,4134,2536,2544,2319,2031,506173,253027,15596,3331,18936,12518,4316,6943,20490,38273,38916,30537,28596,22234,12341,253146,15755,3325,19943,10702,4179,6552,18714,35383,36431,30321,30625,25049,16167,0.4866,"Douglas County, Nebraska",,4679,537,1249,2690,4466,1209,7010,3815,932,631,1250,722,242,284,1263,1131,1010,1100,975,772,349,4102,1193,559,908,773,453,558,1439,1254,1015,830,747,684,602,7033,3926,1111,942,1817,1891,924,871,1256,1206,1041,1125,985,910,604,4105,1234,836,1705,1570,948,1121,1438,1235,1017,833,733,732,665,0.0187
"G3101090","2022","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"0500000US31109","31109","Lancaster County, Nebraska",324756,297449,213,2466,15549,9079,310936,40217,17044,882,297,1967,1173,153,427,4284,1967,1877,1310,1152,663,892,23173,1347,822,1344,883,668,519,6068,2865,2731,1579,1760,1640,947,270719,138486,8437,1684,10336,4363,2198,3642,17107,18636,19139,16754,15662,13425,7103,132233,7272,1390,8656,6371,1612,3646,13218,17741,16888,15566,15452,14714,9707,0.4672,"Lancaster County, Nebraska",,2987,206,1055,2261,2004,1347,5452,2583,456,311,909,801,193,391,1241,677,793,824,581,408,537,3819,939,866,532,460,652,456,1514,981,977,733,708,766,440,5294,2628,955,871,1615,1072,556,660,1310,1111,889,922,671,614,632,3828,1005,463,1270,1304,550,940,1710,1231,1016,784,720,986,503,0.0154
"G3101530","2022","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"0500000US31153","31153","Sarpy County, Nebraska",196553,179687,925,3419,7343,5179,195155,11560,5305,297,255,719,141,315,297,672,562,420,589,176,309,553,6255,568,0,712,0,49,271,449,863,715,908,466,648,606,183595,93534,6789,1356,7854,4500,1110,2654,8583,12922,15322,11236,10656,6696,3856,90061,5150,1520,9043,3176,1409,2492,7710,11887,14608,10134,10530,7400,5002,0.4102,"Sarpy County, Nebraska",,2496,931,948,1605,1755,557,3018,1612,248,396,677,117,286,327,492,539,341,502,171,213,386,1664,432,174,514,174,81,223,398,421,751,494,351,392,345,2897,1861,686,617,1017,863,439,466,848,1247,1108,681,512,406,325,1705,806,546,935,911,442,455,564,788,891,657,526,418,458,0.0213
"G3200030","2022","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"0500000US32003","32003","Clark County, Nevada",2322985,1761845,10077,45625,277770,227668,2303122,301074,134815,12417,1799,16665,7562,1847,4233,11260,18684,15058,12838,16317,9251,6884,166259,12402,2899,15520,6073,3218,4944,13075,26521,23838,19066,14467,13802,10434,2002048,1016700,52885,11215,74381,36191,13217,27060,87002,151407,151392,136899,122778,93352,58921,985348,51314,12764,68385,34655,11984,25270,81532,139404,137308,128885,122744,101240,69863,0.4713,"Clark County, Nevada",,12754,3240,5155,9572,10861,1851,17682,9415,2549,857,3320,1815,942,1253,1940,2883,2494,2233,2421,1430,1265,10725,2196,1258,2520,1628,1087,1656,2435,3437,3409,2736,1793,1859,1745,18057,9708,2751,1974,3931,3620,1834,2179,1994,2943,2693,2299,2452,1382,1275,10865,2195,2352,4107,3303,1746,2154,2521,3388,3279,3009,1809,1859,1766,0.0096
"G3200310","2022","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"0500000US32031","32031","Washoe County, Nevada",496745,417771,2693,7428,31790,37063,489465,49893,23338,914,729,1921,862,189,637,3688,2662,3055,1314,4607,1544,1216,26555,1611,273,1024,538,562,596,3944,4312,3268,2666,2655,2750,2356,439572,226152,11933,2146,14838,9348,3043,5939,18125,35553,31384,28076,26722,24341,14704,213420,10267,2924,14839,7607,2234,5183,16430,30800,28445,25096,28665,26146,14784,0.4774,"Washoe County, Nevada",,4416,1663,1250,3199,3910,1328,5149,3150,511,502,716,501,232,540,1234,911,1050,413,1211,815,565,3049,673,316,630,364,436,507,908,1293,1007,953,791,871,749,5556,3363,1061,841,1402,1538,944,898,1410,1103,1267,584,1317,824,593,3460,929,1191,1656,1139,488,850,1069,1394,1253,968,886,1092,965,0.0169
"G3300050","2022","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"0500000US33005","33005","Cheshire County, New Hampshire",77350,73680,377,230,1870,1193,74259,5781,2374,256,0,16,0,0,228,866,193,150,129,331,101,104,3407,15,0,87,94,0,8,634,331,370,312,690,403,463,68478,34594,1590,595,1800,1009,483,529,1831,4715,4388,4494,5586,4815,2759,33884,1784,292,2085,1012,598,706,2099,4266,3846,3889,5221,4825,3261,0.4249,"Cheshire County, New Hampshire",,1003,375,175,582,684,318,1487,971,235,198,29,198,198,304,728,221,177,137,218,94,184,895,28,198,138,132,198,16,588,321,290,260,423,409,314,1531,1138,224,360,385,427,358,353,757,370,403,466,452,99,264,945,231,256,430,444,445,243,373,469,323,267,456,428,325,0.0348
"G3300090","2022","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"0500000US33009","33009","Grafton County, New Hampshire",91126,84438,11,1085,3231,2361,84938,9311,4977,30,0,200,135,126,251,1138,747,573,289,631,611,246,4334,228,44,161,158,0,33,478,441,572,246,751,572,650,75627,37360,1578,433,1753,1476,266,718,1723,4936,4594,4341,6309,5770,3463,38267,1532,121,2123,1094,312,986,1772,5043,4589,4883,6080,5632,4100,0.5052,"Grafton County, New Hampshire",,933,19,409,883,685,356,2157,1353,33,198,231,203,174,193,595,507,368,195,226,283,220,1148,186,59,171,183,198,53,493,342,334,167,314,343,297,2260,1432,94,224,584,479,204,332,510,664,457,254,440,408,236,1256,235,106,453,347,210,292,639,467,492,391,361,349,333,0.0309
"G3300110","2022","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"0500000US33011","33011","Hillsborough County, New Hampshire",426594,376763,2694,3746,25331,18060,419581,25980,10117,867,0,480,39,165,211,1067,1238,682,1524,1957,1548,339,15863,1091,70,610,468,148,899,656,2480,1526,1451,2877,1969,1618,393601,201617,10336,1917,14149,6305,2265,5130,15763,30951,28328,25557,29643,19989,11284,191984,8997,1698,13396,5564,2874,4006,14750,26721,26306,24680,29231,20235,13526,0.4249,"Hillsborough County, New Hampshire",,3896,1361,1126,2848,3491,758,3602,2001,478,198,315,69,168,187,759,505,432,663,765,685,248,2214,594,115,541,361,246,740,348,1026,666,671,731,859,632,3758,2433,589,1023,1601,1332,907,743,1095,1383,1112,967,945,944,703,2317,697,649,1455,1228,820,729,759,1130,1317,1250,898,1081,768,0.0144
"G3300130","2022","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"0500000US33013","33013","Merrimack County, New Hampshire",156020,149326,496,764,3685,1749,149643,10189,4600,75,48,100,83,121,0,48,674,1312,102,858,308,871,5589,100,0,623,112,72,164,614,840,423,354,1004,522,761,139454,69353,3134,583,4786,2334,555,1939,5178,10242,8089,9464,10322,8572,4155,70101,3406,629,4499,2180,899,1459,4868,8416,9367,9037,10437,9297,5607,0.4388,"Merrimack County, New Hampshire",,1271,384,343,995,775,547,2781,1320,130,83,122,139,110,198,84,536,703,126,375,266,487,2081,127,198,833,130,125,176,495,668,266,286,560,420,470,3084,1470,177,305,587,602,386,398,459,748,842,417,451,377,490,2334,372,353,749,634,454,443,457,884,552,444,631,491,498,0.0268
"G3300150","2022","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"0500000US33015","33015","Rockingham County, New Hampshire",319424,299987,799,1624,11056,5958,317164,16491,6341,1095,0,405,145,0,150,684,705,386,593,1263,589,326,10150,197,175,425,18,103,139,514,1779,560,1569,1731,1242,1698,300673,151634,6335,1658,8355,5203,1889,3529,11470,19185,20076,20262,25170,18404,10098,149039,6750,833,10279,4391,1992,3510,9856,17310,19088,19163,24587,19110,12170,0.4391,"Rockingham County, New Hampshire",,2740,722,519,1819,1821,659,3545,1985,850,198,478,213,198,166,541,442,257,558,606,421,238,2342,279,230,518,30,133,236,393,1125,534,689,732,493,577,3603,2181,937,740,1026,996,526,573,584,1095,923,638,743,526,369,2343,342,532,1402,1161,619,831,582,1038,772,807,831,672,686,0.0186
"G3300170","2022","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"0500000US33017","33017","Strafford County, New Hampshire",132275,123157,286,2214,4004,2614,125889,10886,4758,183,78,275,147,178,356,1321,359,337,400,253,758,113,6128,179,0,142,0,0,0,1752,502,352,1046,1103,814,238,115003,57095,2648,785,2458,2374,978,1831,5106,9122,7502,6823,8567,5692,3209,57908,2697,724,3229,1756,427,1630,6030,8064,6768,6867,8850,5974,4892,0.4348,"Strafford County, New Hampshire",,2048,295,1091,1487,1071,258,2173,1600,214,134,299,147,260,519,856,330,279,349,165,463,142,1374,229,198,163,198,198,198,849,320,373,507,598,486,255,2187,1654,404,493,743,731,469,511,978,558,699,614,432,682,292,1974,470,436,643,578,407,347,1106,799,445,768,939,693,533,0.0238
"G3400010","2022","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"0500000US34001","34001","Atlantic County, New Jersey",275638,228153,5718,1690,23892,16185,270898,29894,15238,1231,334,1548,1324,268,448,1356,932,1248,1899,1580,1842,1228,14656,790,205,1306,521,401,120,893,1369,2456,1327,2200,1418,1650,241004,119363,6987,1434,8307,4354,1634,3539,10369,14344,14181,14890,17829,13360,8135,121641,4440,1039,6505,5939,1362,2543,10150,14380,14216,16004,18817,15425,10821,0.4608,"Atlantic County, New Jersey",,3576,1706,733,2630,2545,741,5524,3263,931,350,921,1001,217,338,741,571,839,961,578,591,462,3043,710,241,899,419,351,160,604,638,1152,748,672,724,684,5693,3283,942,874,1780,1010,722,683,1091,1422,1434,1164,588,713,492,3351,866,592,1231,1413,671,677,952,1256,1242,1206,673,737,699,0.0217
"G3400030","2022","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"0500000US34003","34003","Bergen County, New Jersey",952997,627985,6854,11331,206161,100666,942622,67195,28740,3061,579,2237,2114,1035,639,1379,2374,2984,2356,4634,2099,3249,38455,1946,0,2776,1618,930,571,2908,4905,5414,3521,5179,2909,5778,875427,433196,20743,3825,31969,15508,5023,12142,36759,52883,60331,62675,60832,43544,26962,442231,20873,4422,29119,16353,5571,11223,34866,47879,59107,62741,63217,47993,38867,0.4695,"Bergen County, New Jersey",,8291,2016,2137,8598,7927,1319,7933,4129,1271,500,987,836,762,467,683,1049,1160,928,1387,838,881,4894,967,225,1282,888,604,399,1321,1482,1460,1011,1146,965,1172,8192,4404,1312,928,2351,1976,1160,1083,706,1141,1189,959,1387,843,944,4929,987,1140,2180,1892,1507,1492,1519,1620,1463,1051,1117,1006,1282,0.0101
"G3400050","2022","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"0500000US34005","34005","Burlington County, New Jersey",466103,399360,4447,5550,36726,20020,454955,29995,13220,560,151,1994,742,322,460,999,1750,2110,1034,1600,743,755,16775,689,93,1937,701,270,423,1784,1921,1891,1791,2099,1092,2084,424960,208311,12094,1692,14372,7874,2241,5293,17532,27098,27134,27533,30289,21315,13844,216649,9913,2333,14928,6323,3032,5426,16080,26223,27988,28196,32200,25057,18950,0.4406,"Burlington County, New Jersey",,4514,1511,1663,3527,3201,1589,3936,2331,355,183,981,617,258,402,497,958,986,634,613,380,330,2756,404,114,830,453,321,334,751,767,732,657,805,380,598,4278,2920,471,562,1839,1530,786,905,718,1639,1746,1031,767,650,564,3049,483,918,1732,1347,778,909,902,919,744,678,792,532,754,0.0139
"G3400070","2022","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"0500000US34007","34007","Camden County, New Jersey",524907,445981,11297,3562,34717,29350,518815,66250,28873,2493,886,3242,2587,966,753,2110,3671,2488,2499,3330,2781,1067,37377,2181,146,3850,3103,301,1277,2604,5471,4952,4163,3638,3086,2605,452565,222205,13009,2532,14241,10057,2750,5912,19269,31762,32227,29087,28547,20527,12285,230360,12785,2072,15644,7502,3368,5562,18618,30727,30790,29304,31711,24239,18038,0.4688,"Camden County, New Jersey",,5221,2252,1034,3736,4539,696,8112,3866,1051,792,1407,1156,659,448,807,1335,954,941,998,891,611,5275,935,255,1148,1485,325,891,1144,1252,1468,1164,960,971,914,8240,3976,1070,955,2151,1697,798,912,937,1376,957,941,1003,1108,909,5242,982,702,2101,1446,1121,1075,1151,1256,1474,1164,957,988,889,0.0136
"G3400090","2022","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"0500000US34009","34009","Cape May County, New Jersey",95634,88651,1563,389,2562,2469,94590,8684,5186,316,194,244,32,0,49,1269,631,586,922,179,564,200,3498,217,0,127,113,0,0,30,651,531,35,972,436,386,85906,40769,1255,147,2937,1409,254,1095,1355,4522,4039,4342,7292,6868,5254,45137,1556,350,1797,2103,595,950,2254,4011,4836,5204,7227,8345,5909,0.4687,"Cape May County, New Jersey",,1304,692,396,900,929,267,2249,1867,312,246,232,65,225,122,1462,449,665,524,165,363,178,1072,271,225,147,164,225,225,76,423,504,56,644,243,249,2247,1984,170,186,805,539,190,300,1489,574,410,851,624,415,507,1252,276,227,734,764,575,282,77,463,635,631,808,494,368,0.0306
"G3400110","2022","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"0500000US34011","34011","Cumberland County, New Jersey",151356,123027,9067,1491,5531,12240,144645,22154,10572,974,167,1520,634,172,707,885,242,1967,1138,538,1001,627,11582,326,92,1181,216,811,329,701,1104,2703,1715,1089,613,702,122491,60533,3035,1135,4402,2476,848,1851,5284,10287,8843,5816,7939,4794,3823,61958,4699,217,5478,2572,914,755,5071,7679,6738,7613,8417,6721,5084,0.4589,"Cumberland County, New Jersey",,3378,2523,867,1518,2930,2033,5023,3298,884,223,764,424,271,647,826,231,828,908,308,697,439,2512,274,177,798,285,545,326,445,693,964,748,647,274,308,5144,3241,1170,549,1075,702,376,727,1071,1372,1285,1018,607,722,631,3064,1112,298,1196,1063,463,520,517,867,1149,760,699,286,342,0.0264
"G3400130","2022","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"0500000US34013","34013","Essex County, New Jersey",849477,575780,15367,9283,134950,114097,832635,130921,56233,6381,1114,5466,3794,2197,2232,7338,4197,6151,4983,4196,5106,3078,74688,4488,289,7305,4054,871,2331,7324,9528,10539,7085,8328,6419,6127,701714,346391,20035,4661,29339,12454,4247,8199,28231,51050,52042,49680,44652,25858,15943,355323,20952,3880,25479,13034,4780,8339,27859,47641,50344,50875,44979,32775,24386,0.5570,"Essex County, New Jersey",,11488,3217,2729,10240,7867,1480,12018,6680,2164,747,1888,1531,1173,1089,1932,1553,1682,1441,1082,1318,1008,6715,1713,325,2299,1282,590,1105,2109,2202,2010,1800,1758,1538,1379,12082,6526,2165,1233,2958,2376,1115,1476,2109,1614,1831,1506,1068,1296,1013,6861,1722,1204,3125,2264,1319,1499,2224,2240,2154,1810,1786,1602,1394,0.0146
"G3400150","2022","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"0500000US34015","34015","Gloucester County, New Jersey",306601,282102,3315,1932,12300,6952,300124,22771,8411,538,48,587,411,84,160,1636,523,538,1033,963,844,1046,14360,213,199,923,587,334,229,1771,1101,1861,1119,2318,2104,1601,277353,139015,7428,2011,10420,5333,1195,5017,11348,17058,20151,18213,19588,13741,7512,138338,6998,1489,10084,4656,2347,2789,11092,17485,18703,18773,19297,14307,10318,0.4065,"Gloucester County, New Jersey",,2731,1645,630,2064,1754,891,4526,1935,462,82,476,443,112,254,752,363,345,536,487,523,556,3166,240,272,665,432,328,289,820,638,1012,507,834,787,584,4646,2398,1014,855,1247,1149,552,780,1102,908,768,766,802,561,545,3422,824,747,1218,1031,744,750,1072,1020,958,800,834,822,705,0.0160
"G3400170","2022","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"0500000US34017","34017","Hudson County, New Jersey",703366,384785,13920,11073,152451,141137,695197,99822,46372,3342,530,3985,1785,433,2292,7266,6028,5740,4668,3723,3721,2859,53450,3838,485,3308,2725,498,455,6589,5894,7017,6153,6832,5019,4637,595375,300764,17789,2787,18045,9886,3198,5361,19282,67967,54631,37201,33365,19921,11331,294611,18647,2222,16301,10534,3431,5325,18385,64638,47222,34922,31754,23483,17747,0.5044,"Hudson County, New Jersey",,9274,2815,2849,7695,8963,1193,10496,5718,1265,450,1367,814,498,1105,1888,1350,1542,1588,1204,993,968,6326,1524,421,1108,1198,453,500,1240,1354,1666,1462,1691,1420,1282,10390,5877,1416,1102,2066,2085,1225,1086,1924,1599,1551,1646,1277,1219,1168,6447,1421,870,2074,1990,1049,1130,1299,1354,1711,1466,1682,1420,1271,0.0116
"G3400190","2022","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"0500000US34019","34019","Hunterdon County, New Jersey",129777,114294,602,987,8702,5192,127614,4584,1960,0,0,32,329,55,30,224,123,144,31,631,303,58,2624,323,0,63,69,0,278,219,77,296,374,450,224,251,123030,61067,2582,902,3691,1983,793,1664,5015,5812,7241,8740,10594,7321,4729,61963,3080,416,4148,1796,595,1269,4351,5879,7099,9039,10634,7500,6157,0.4552,"Hunterdon County, New Jersey",,2260,507,461,1974,1631,621,1427,763,225,225,38,330,96,37,227,125,167,46,363,295,76,951,453,225,87,92,225,248,216,36,281,310,285,176,192,1621,1111,563,472,750,644,228,271,339,466,704,633,500,505,243,1126,557,279,637,545,295,320,373,368,528,533,412,380,331,0.0304
"G3400210","2022","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"0500000US34021","34021","Mercer County, New Jersey",380688,265871,7343,5058,50866,51550,363567,39485,17509,1217,475,2045,627,496,823,924,1998,1868,2108,2555,1668,705,21976,1620,880,1399,390,486,421,1401,2500,2895,2408,3195,2019,2362,324082,160566,9262,1820,11575,6577,1132,4020,13317,20704,22500,23021,21884,15602,9152,163516,8179,1431,11733,6642,2632,4389,11457,20008,21557,23198,22324,17106,12860,0.4866,"Mercer County, New Jersey",,6695,2373,1445,4433,5702,1392,5539,3046,1048,564,1175,468,523,888,582,845,807,972,1054,900,494,3582,1186,859,1320,500,491,389,737,1117,1300,1088,740,841,763,5685,3382,1019,915,1956,1397,633,694,1245,1483,804,968,1057,1037,868,3899,1173,721,1887,1836,946,1018,887,1119,1287,1082,747,870,852,0.0142
"G3400230","2022","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"0500000US34023","34023","Middlesex County, New Jersey",861418,537393,9314,8232,186484,119995,835763,70062,32018,2121,265,3596,1673,558,640,5684,2488,2578,2505,3893,3123,2894,38044,3117,590,2450,901,351,279,4570,5790,4509,4095,3306,4043,4043,765701,382276,21024,4201,25073,17562,4981,10018,28795,52875,57592,54521,50553,35047,20034,383425,18667,4347,27325,14279,4901,10984,28374,48383,53730,51880,52611,38800,29144,0.4398,"Middlesex County, New Jersey",,9485,1995,1747,9855,7545,1664,6780,3880,1076,303,1257,909,469,527,1582,1060,1058,1080,969,1197,1275,3906,1032,387,1136,449,423,273,1377,1414,1283,1046,1183,1080,1378,6725,3907,1142,1335,2040,1663,1214,1279,1701,1282,1137,1150,1039,1208,1252,4111,1070,1045,1853,1637,1175,1169,1569,1433,1290,1084,1180,1118,1365,0.0101
"G3400250","2022","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"0500000US34025","34025","Monmouth County, New Jersey",644098,548401,4066,4872,58270,28489,638090,38634,16171,797,69,1234,882,78,419,941,1557,1852,2015,3484,1863,980,22463,1025,104,1612,380,238,795,854,1577,4161,1923,3934,2402,3458,599456,296739,14384,3021,20639,11863,5697,7346,25458,34574,35377,40643,45646,32789,19302,302717,15077,2714,19405,11474,2705,8761,24876,32773,34915,40929,47132,35173,26783,0.4753,"Monmouth County, New Jersey",,6823,1341,1394,5540,4102,523,5632,2874,591,122,759,730,126,341,631,695,994,915,1124,660,408,3400,733,151,823,337,213,562,530,908,1340,836,1295,713,923,5769,3138,945,935,1855,1812,1039,1066,723,851,1373,899,1122,719,549,3388,1059,892,1950,1621,817,820,1192,1078,1201,838,1307,708,938,0.0125
"G3400270","2022","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"0500000US34027","34027","Morris County, New Jersey",511151,407091,4446,3128,63981,32505,503055,20727,7837,500,0,362,463,50,407,404,1084,235,1087,1543,1198,504,12890,350,92,729,514,0,423,1215,1143,1326,1339,1643,1262,2854,482328,241627,12060,3044,16011,9469,2634,7360,20176,28167,33731,34049,35699,23041,16186,240701,12032,2789,13405,10352,3279,6056,17934,26609,31247,33649,36397,25322,21630,0.4613,"Morris County, New Jersey",,4826,1309,1071,3926,3316,822,3233,1352,416,225,334,433,89,330,510,485,188,484,505,496,321,2319,374,106,536,435,225,339,640,549,695,582,542,611,698,3378,1634,701,816,1560,1286,731,774,661,720,678,885,586,533,436,2430,552,853,1348,1483,771,845,812,761,828,790,543,704,922,0.0128
"G3400290","2022","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"0500000US34029","34029","Ocean County, New Jersey",655735,594798,3785,6929,30738,19485,649023,75990,35633,5084,1147,5933,2316,691,1323,1742,3334,3373,2972,3356,2608,1754,40357,4413,488,5605,3090,555,1455,2634,3568,3825,3014,4082,3346,4282,573033,280527,18955,2510,24124,8640,3474,8300,22034,34779,30508,30428,37733,33634,25408,292506,18773,2895,20008,10641,3562,6591,20096,33468,29120,30007,41279,40417,35649,0.4644,"Ocean County, New Jersey",,5306,1576,1933,3347,4463,723,9256,5169,1751,676,1785,1198,606,764,764,1000,1092,1178,1111,1178,547,4864,1461,379,1951,1013,364,824,1161,981,1074,1209,906,880,1087,9249,5102,1700,1121,2661,1528,863,1242,938,1337,1286,1420,1249,1139,670,5144,1710,1019,2210,1446,1041,1110,1363,1299,1471,1363,949,851,1142,0.0169
